State/Region,Year,Insurance Type,Population,Percentage
New Hampshire,2012,Direct-purchase,19,6.5
New Hampshire,2012,TRICARE,5,1.8
New Hampshire,2012,Public,85,29
New Hampshire,2012,Medicaid,85,28.9
New Hampshire,2012,Medicare,1,0.5
New Hampshire,2012,VA Care,,
New Hampshire,2011,Total,298,100
New Hampshire,2011,Any Coverage,287,96.2
New Hampshire,2011,Uninsured,11,3.8
New Hampshire,2011,Private,215,72.2
New Hampshire,2011,Employer-based,199,66.9
New Hampshire,2011,Direct-purchase,17,5.6
New Hampshire,2011,TRICARE,4,1.4
New Hampshire,2011,Public,80,26.9
New Hampshire,2011,Medicaid,80,26.7
New Hampshire,2011,Medicare,1,0.2
New Hampshire,2011,VA Care,,0.1
New Hampshire,2010,Total,306,100
New Hampshire,2010,Any Coverage,290,94.8
New Hampshire,2010,Uninsured,16,5.2
New Hampshire,2010,Private,221,72.2
New Hampshire,2010,Employer-based,203,66.4
New Hampshire,2010,Direct-purchase,18,5.8
New Hampshire,2010,TRICARE,4,1.3
New Hampshire,2010,Public,77,25.3
New Hampshire,2010,Medicaid,77,25.1
New Hampshire,2010,Medicare,1,0.4
New Hampshire,2010,VA Care,,
New Hampshire,2009,Total,310,100
New Hampshire,2009,Any Coverage,295,95.1
New Hampshire,2009,Uninsured,15,4.9
New Hampshire,2009,Private,231,74.6
New Hampshire,2009,Employer-based,216,69.6
New Hampshire,2009,Direct-purchase,17,5.4
New Hampshire,2009,TRICARE,3,0.9
New Hampshire,2009,Public,73,23.6
New Hampshire,2009,Medicaid,73,23.4
New Hampshire,2009,Medicare,1,0.4
New Hampshire,2009,VA Care,,
New Hampshire,2008,Total,312,100
New Hampshire,2008,Any Coverage,295,94.8
New Hampshire,2008,Uninsured,16,5.2
New Hampshire,2008,Private,241,77.4
New Hampshire,2008,Employer-based,223,71.7
New Hampshire,2008,Direct-purchase,24,7.8
New Hampshire,2008,TRICARE,5,1.7
New Hampshire,2008,Public,65,20.8
New Hampshire,2008,Medicaid,64,20.4
New Hampshire,2008,Medicare,1,0.5
New Hampshire,2008,VA Care,,0.1
New Jersey,2022,Total,2108,100
New Jersey,2022,Any Coverage,2025,96.1
New Jersey,2022,Uninsured,82,3.9
New Jersey,2022,Private,1399,66.4
New Jersey,2022,Employer-based,1261,59.8
New Jersey,2022,Direct-purchase,159,7.5
New Jersey,2022,TRICARE,18,0.9
New Jersey,2022,Public,711,33.7
New Jersey,2022,Medicaid,705,33.4
New Jersey,2022,Medicare,8,0.4
New Jersey,2022,VA Care,3,0.1
New Jersey,2021,Total,2129,100
New Jersey,2021,Any Coverage,2053,96.4
New Jersey,2021,Uninsured,76,3.6
New Jersey,2021,Private,1422,66.8
New Jersey,2021,Employer-based,1286,60.4
New Jersey,2021,Direct-purchase,154,7.2
New Jersey,2021,TRICARE,20,0.9
New Jersey,2021,Public,721,33.9
New Jersey,2021,Medicaid,716,33.6
New Jersey,2021,Medicare,10,0.5
New Jersey,2021,VA Care,1,0.1
New Jersey,2019,Total,2042,100
New Jersey,2019,Any Coverage,1953,95.7
New Jersey,2019,Uninsured,88,4.3
New Jersey,2019,Private,1367,66.9
New Jersey,2019,Employer-based,1236,60.6
New Jersey,2019,Direct-purchase,140,6.9
New Jersey,2019,TRICARE,20,1
New Jersey,2019,Public,644,31.5
New Jersey,2019,Medicaid,633,31
New Jersey,2019,Medicare,16,0.8
New Jersey,2019,VA Care,2,0.1
New Jersey,2018,Total,2059,100
New Jersey,2018,Any Coverage,1979,96.1
New Jersey,2018,Uninsured,80,3.9
New Jersey,2018,Private,1410,68.5
New Jersey,2018,Employer-based,1264,61.4
New Jersey,2018,Direct-purchase,157,7.6
New Jersey,2018,TRICARE,17,0.8
New Jersey,2018,Public,637,31
New Jersey,2018,Medicaid,631,30.6
New Jersey,2018,Medicare,10,0.5
New Jersey,2018,VA Care,1,
New Jersey,2017,Total,2094,100
New Jersey,2017,Any Coverage,2015,96.3
New Jersey,2017,Uninsured,78,3.7
New Jersey,2017,Private,1416,67.6
New Jersey,2017,Employer-based,1279,61.1
New Jersey,2017,Direct-purchase,145,6.9
New Jersey,2017,TRICARE,21,1
New Jersey,2017,Public,669,31.9
New Jersey,2017,Medicaid,662,31.6
New Jersey,2017,Medicare,11,0.5
New Jersey,2017,VA Care,,
New Jersey,2016,Total,2094,100
New Jersey,2016,Any Coverage,2016,96.3
New Jersey,2016,Uninsured,78,3.7
New Jersey,2016,Private,1411,67.4
New Jersey,2016,Employer-based,1278,61.1
New Jersey,2016,Direct-purchase,144,6.9
New Jersey,2016,TRICARE,18,0.9
New Jersey,2016,Public,670,32
New Jersey,2016,Medicaid,663,31.7
New Jersey,2016,Medicare,10,0.5
New Jersey,2016,VA Care,1,0.1
New Jersey,2015,Total,2110,100
New Jersey,2015,Any Coverage,2026,96
New Jersey,2015,Uninsured,84,4
New Jersey,2015,Private,1414,67
New Jersey,2015,Employer-based,1290,61.1
New Jersey,2015,Direct-purchase,130,6.1
New Jersey,2015,TRICARE,16,0.7
New Jersey,2015,Public,677,32.1
New Jersey,2015,Medicaid,668,31.7
New Jersey,2015,Medicare,14,0.6
New Jersey,2015,VA Care,1,0.1
New Jersey,2014,Total,2121,100
New Jersey,2014,Any Coverage,2020,95.2
New Jersey,2014,Uninsured,101,4.8
New Jersey,2014,Private,1422,67
New Jersey,2014,Employer-based,1311,61.8
New Jersey,2014,Direct-purchase,118,5.6
New Jersey,2014,TRICARE,15,0.7
New Jersey,2014,Public,652,30.7
New Jersey,2014,Medicaid,645,30.4
New Jersey,2014,Medicare,10,0.5
New Jersey,2014,VA Care,2,0.1
New Jersey,2013,Total,2139,100
New Jersey,2013,Any Coverage,2015,94.2
New Jersey,2013,Uninsured,124,5.8
New Jersey,2013,Private,1437,67.2
New Jersey,2013,Employer-based,1319,61.7
New Jersey,2013,Direct-purchase,129,6
New Jersey,2013,TRICARE,19,0.9
New Jersey,2013,Public,630,29.4
New Jersey,2013,Medicaid,624,29.2
New Jersey,2013,Medicare,10,0.5
New Jersey,2013,VA Care,1,0.1
New Jersey,2012,Total,2141,100
New Jersey,2012,Any Coverage,2027,94.7
New Jersey,2012,Uninsured,114,5.3
New Jersey,2012,Private,1462,68.3
New Jersey,2012,Employer-based,1348,63
New Jersey,2012,Direct-purchase,156,7.3
New Jersey,2012,TRICARE,15,0.7
New Jersey,2012,Public,619,28.9
New Jersey,2012,Medicaid,609,28.4
New Jersey,2012,Medicare,16,0.8
New Jersey,2012,VA Care,1,0.1
New Jersey,2011,Total,2157,100
New Jersey,2011,Any Coverage,2038,94.5
New Jersey,2011,Uninsured,119,5.5
New Jersey,2011,Private,1491,69.1
New Jersey,2011,Employer-based,1386,64.2
New Jersey,2011,Direct-purchase,148,6.9
New Jersey,2011,TRICARE,16,0.8
New Jersey,2011,Public,599,27.8
New Jersey,2011,Medicaid,591,27.4
New Jersey,2011,Medicare,14,0.6
New Jersey,2011,VA Care,1,
New Jersey,2010,Total,2176,100
New Jersey,2010,Any Coverage,2038,93.7
New Jersey,2010,Uninsured,138,6.3
New Jersey,2010,Private,1527,70.2
New Jersey,2010,Employer-based,1415,65
New Jersey,2010,Direct-purchase,162,7.4
New Jersey,2010,TRICARE,14,0.7
New Jersey,2010,Public,568,26.1
New Jersey,2010,Medicaid,561,25.8
New Jersey,2010,Medicare,12,0.6
New Jersey,2010,VA Care,1,0.1
New Jersey,2009,Total,2164,100
New Jersey,2009,Any Coverage,2019,93.3
New Jersey,2009,Uninsured,145,6.7
New Jersey,2009,Private,1562,72.2
New Jersey,2009,Employer-based,1435,66.3
New Jersey,2009,Direct-purchase,170,7.8
New Jersey,2009,TRICARE,18,0.8
New Jersey,2009,Public,511,23.6
New Jersey,2009,Medicaid,501,23.1
New Jersey,2009,Medicare,16,0.7
New Jersey,2009,VA Care,2,0.1
New Jersey,2008,Total,2163,100
New Jersey,2008,Any Coverage,2010,92.9
New Jersey,2008,Uninsured,153,7.1
New Jersey,2008,Private,1601,74
New Jersey,2008,Employer-based,1493,69
New Jersey,2008,Direct-purchase,175,8.1
New Jersey,2008,TRICARE,17,0.8
New Jersey,2008,Public,468,21.7
New Jersey,2008,Medicaid,455,21.1
New Jersey,2008,Medicare,20,0.9
New Jersey,2008,VA Care,1,
New Mexico,2022,Total,483,100
New Mexico,2022,Any Coverage,465,96.2
New Mexico,2022,Uninsured,18,3.8
New Mexico,2022,Private,215,44.5
New Mexico,2022,Employer-based,186,38.6
New Mexico,2022,Direct-purchase,21,4.3
New Mexico,2022,TRICARE,16,3.4
New Mexico,2022,Public,277,57.2
New Mexico,2022,Medicaid,274,56.7
New Mexico,2022,Medicare,4,0.8
New Mexico,2022,VA Care,,0.1
New Mexico,2021,Total,503,100
New Mexico,2021,Any Coverage,471,93.6
New Mexico,2021,Uninsured,32,6.4
New Mexico,2021,Private,215,42.8
New Mexico,2021,Employer-based,182,36.1
New Mexico,2021,Direct-purchase,26,5.2
New Mexico,2021,TRICARE,20,3.9
New Mexico,2021,Public,288,57.3
New Mexico,2021,Medicaid,286,56.8
New Mexico,2021,Medicare,3,0.6
New Mexico,2021,VA Care,1,0.2
New Mexico,2019,Total,502,100
New Mexico,2019,Any Coverage,473,94.3
New Mexico,2019,Uninsured,29,5.7
New Mexico,2019,Private,217,43.2
New Mexico,2019,Employer-based,185,37
New Mexico,2019,Direct-purchase,26,5.2
New Mexico,2019,TRICARE,16,3.1
New Mexico,2019,Public,286,57
New Mexico,2019,Medicaid,284,56.6
New Mexico,2019,Medicare,4,0.7
New Mexico,2019,VA Care,1,0.2
New Mexico,2018,Total,511,100
New Mexico,2018,Any Coverage,484,94.7
New Mexico,2018,Uninsured,27,5.3
New Mexico,2018,Private,222,43.6
New Mexico,2018,Employer-based,194,37.9
New Mexico,2018,Direct-purchase,22,4.3
New Mexico,2018,TRICARE,18,3.5
New Mexico,2018,Public,288,56.3
New Mexico,2018,Medicaid,286,55.9
New Mexico,2018,Medicare,5,0.9
New Mexico,2018,VA Care,1,0.1
New Mexico,2017,Total,523,100
New Mexico,2017,Any Coverage,496,94.9
New Mexico,2017,Uninsured,26,5.1
New Mexico,2017,Private,232,44.3
New Mexico,2017,Employer-based,194,37.1
New Mexico,2017,Direct-purchase,29,5.5
New Mexico,2017,TRICARE,18,3.4
New Mexico,2017,Public,292,55.8
New Mexico,2017,Medicaid,290,55.5
New Mexico,2017,Medicare,2,0.5
New Mexico,2017,VA Care,,0.1
New Mexico,2016,Total,519,100
New Mexico,2016,Any Coverage,491,94.7
New Mexico,2016,Uninsured,28,5.3
New Mexico,2016,Private,219,42.2
New Mexico,2016,Employer-based,185,35.7
New Mexico,2016,Direct-purchase,25,4.8
New Mexico,2016,TRICARE,17,3.3
New Mexico,2016,Public,295,56.8
New Mexico,2016,Medicaid,294,56.6
New Mexico,2016,Medicare,3,0.5
New Mexico,2016,VA Care,1,0.2
New Mexico,2015,Total,529,100
New Mexico,2015,Any Coverage,503,95.1
New Mexico,2015,Uninsured,26,4.9
New Mexico,2015,Private,234,44.3
New Mexico,2015,Employer-based,198,37.4
New Mexico,2015,Direct-purchase,24,4.5
New Mexico,2015,TRICARE,21,3.9
New Mexico,2015,Public,292,55.3
New Mexico,2015,Medicaid,290,54.8
New Mexico,2015,Medicare,4,0.8
New Mexico,2015,VA Care,1,0.2
New Mexico,2014,Total,529,100
New Mexico,2014,Any Coverage,488,92.2
New Mexico,2014,Uninsured,41,7.8
New Mexico,2014,Private,218,41.1
New Mexico,2014,Employer-based,181,34.1
New Mexico,2014,Direct-purchase,29,5.4
New Mexico,2014,TRICARE,16,3
New Mexico,2014,Public,292,55.1
New Mexico,2014,Medicaid,290,54.9
New Mexico,2014,Medicare,3,0.6
New Mexico,2014,VA Care,1,0.3
New Mexico,2013,Total,540,100
New Mexico,2013,Any Coverage,490,90.9
New Mexico,2013,Uninsured,49,9.1
New Mexico,2013,Private,229,42.4
New Mexico,2013,Employer-based,200,37.1
New Mexico,2013,Direct-purchase,19,3.5
New Mexico,2013,TRICARE,19,3.4
New Mexico,2013,Public,285,52.7
New Mexico,2013,Medicaid,279,51.7
New Mexico,2013,Medicare,7,1.4
New Mexico,2013,VA Care,1,0.2
New Mexico,2012,Total,549,100
New Mexico,2012,Any Coverage,502,91.4
New Mexico,2012,Uninsured,47,8.6
New Mexico,2012,Private,248,45.1
New Mexico,2012,Employer-based,213,38.8
New Mexico,2012,Direct-purchase,29,5.4
New Mexico,2012,TRICARE,19,3.5
New Mexico,2012,Public,280,50.9
New Mexico,2012,Medicaid,276,50.2
New Mexico,2012,Medicare,5,0.9
New Mexico,2012,VA Care,2,0.3
New Mexico,2011,Total,549,100
New Mexico,2011,Any Coverage,496,90.3
New Mexico,2011,Uninsured,53,9.7
New Mexico,2011,Private,227,41.3
New Mexico,2011,Employer-based,194,35.4
New Mexico,2011,Direct-purchase,26,4.7
New Mexico,2011,TRICARE,19,3.4
New Mexico,2011,Public,288,52.5
New Mexico,2011,Medicaid,287,52.2
New Mexico,2011,Medicare,2,0.4
New Mexico,2011,VA Care,1,0.2
New Mexico,2010,Total,550,100
New Mexico,2010,Any Coverage,490,89.1
New Mexico,2010,Uninsured,60,10.9
New Mexico,2010,Private,251,45.6
New Mexico,2010,Employer-based,217,39.5
New Mexico,2010,Direct-purchase,27,4.9
New Mexico,2010,TRICARE,20,3.6
New Mexico,2010,Public,267,48.5
New Mexico,2010,Medicaid,265,48.2
New Mexico,2010,Medicare,4,0.7
New Mexico,2010,VA Care,,0.1
New Mexico,2009,Total,549,100
New Mexico,2009,Any Coverage,482,87.7
New Mexico,2009,Uninsured,67,12.3
New Mexico,2009,Private,256,46.5
New Mexico,2009,Employer-based,221,40.3
New Mexico,2009,Direct-purchase,31,5.7
New Mexico,2009,TRICARE,17,3.1
New Mexico,2009,Public,246,44.8
New Mexico,2009,Medicaid,244,44.5
New Mexico,2009,Medicare,3,0.5
New Mexico,2009,VA Care,1,0.2
New Mexico,2008,Total,535,100
New Mexico,2008,Any Coverage,461,86.2
New Mexico,2008,Uninsured,74,13.8
New Mexico,2008,Private,256,47.9
New Mexico,2008,Employer-based,219,40.8
New Mexico,2008,Direct-purchase,33,6.1
New Mexico,2008,TRICARE,17,3.1
New Mexico,2008,Public,226,42.2
New Mexico,2008,Medicaid,223,41.7
New Mexico,2008,Medicare,3,0.6
New Mexico,2008,VA Care,1,0.2
New York,2022,Total,4234,100
New York,2022,Any Coverage,4123,97.4
New York,2022,Uninsured,111,2.6
New York,2022,Private,2523,59.6
New York,2022,Employer-based,2138,50.5
New York,2022,Direct-purchase,438,10.3
New York,2022,TRICARE,36,0.8
New York,2022,Public,1895,44.8
New York,2022,Medicaid,1886,44.5
New York,2022,Medicare,24,0.6
New York,2022,VA Care,4,0.1
New York,2021,Total,4357,100
New York,2021,Any Coverage,4242,97.4
New York,2021,Uninsured,115,2.6
New York,2021,Private,2661,61.1
New York,2021,Employer-based,2239,51.4
New York,2021,Direct-purchase,470,10.8
New York,2021,TRICARE,40,0.9
New York,2021,Public,1886,43.3
New York,2021,Medicaid,1878,43.1
New York,2021,Medicare,21,0.5
New York,2021,VA Care,2,0.1
New York,2019,Total,4264,100
New York,2019,Any Coverage,4164,97.6
New York,2019,Uninsured,101,2.4
New York,2019,Private,2628,61.6
New York,2019,Employer-based,2230,52.3
New York,2019,Direct-purchase,436,10.2
New York,2019,TRICARE,38,0.9
New York,2019,Public,1763,41.3
New York,2019,Medicaid,1753,41.1
New York,2019,Medicare,20,0.5
New York,2019,VA Care,4,0.1
New York,2018,Total,4306,100
New York,2018,Any Coverage,4199,97.5
New York,2018,Uninsured,107,2.5
New York,2018,Private,2654,61.6
New York,2018,Employer-based,2236,51.9
New York,2018,Direct-purchase,464,10.8
New York,2018,TRICARE,39,0.9
New York,2018,Public,1796,41.7
New York,2018,Medicaid,1786,41.5
New York,2018,Medicare,23,0.5
New York,2018,VA Care,3,0.1
New York,2017,Total,4403,100
New York,2017,Any Coverage,4286,97.3
New York,2017,Uninsured,118,2.7
New York,2017,Private,2718,61.7
New York,2017,Employer-based,2278,51.7
New York,2017,Direct-purchase,480,10.9
New York,2017,TRICARE,37,0.8
New York,2017,Public,1837,41.7
New York,2017,Medicaid,1826,41.5
New York,2017,Medicare,25,0.6
New York,2017,VA Care,4,0.1
New York,2016,Total,4433,100
New York,2016,Any Coverage,4321,97.5
New York,2016,Uninsured,113,2.5
New York,2016,Private,2716,61.3
New York,2016,Employer-based,2294,51.7
New York,2016,Direct-purchase,460,10.4
New York,2016,TRICARE,36,0.8
New York,2016,Public,1854,41.8
New York,2016,Medicaid,1838,41.5
New York,2016,Medicare,29,0.7
New York,2016,VA Care,4,0.1
New York,2015,Total,4462,100
New York,2015,Any Coverage,4346,97.4
New York,2015,Uninsured,116,2.6
New York,2015,Private,2683,60.1
New York,2015,Employer-based,2291,51.3
New York,2015,Direct-purchase,427,9.6
New York,2015,TRICARE,38,0.9
New York,2015,Public,1890,42.4
New York,2015,Medicaid,1881,42.1
New York,2015,Medicare,23,0.5
New York,2015,VA Care,2,
New York,2014,Total,4492,100
New York,2014,Any Coverage,4339,96.6
New York,2014,Uninsured,154,3.4
New York,2014,Private,2731,60.8
New York,2014,Employer-based,2355,52.4
New York,2014,Direct-purchase,419,9.3
New York,2014,TRICARE,35,0.8
New York,2014,Public,1831,40.8
New York,2014,Medicaid,1814,40.4
New York,2014,Medicare,33,0.7
New York,2014,VA Care,3,0.1
New York,2013,Total,4508,100
New York,2013,Any Coverage,4319,95.8
New York,2013,Uninsured,188,4.2
New York,2013,Private,2733,60.6
New York,2013,Employer-based,2387,52.9
New York,2013,Direct-purchase,386,8.6
New York,2013,TRICARE,35,0.8
New York,2013,Public,1801,40
New York,2013,Medicaid,1784,39.6
New York,2013,Medicare,30,0.7
New York,2013,VA Care,3,0.1
New York,2012,Total,4532,100
New York,2012,Any Coverage,4342,95.8
New York,2012,Uninsured,190,4.2
New York,2012,Private,2778,61.3
New York,2012,Employer-based,2455,54.2
New York,2012,Direct-purchase,408,9
New York,2012,TRICARE,39,0.9
New York,2012,Public,1784,39.4
New York,2012,Medicaid,1768,39
New York,2012,Medicare,31,0.7
New York,2012,VA Care,4,0.1
New York,2011,Total,4545,100
New York,2011,Any Coverage,4342,95.5
New York,2011,Uninsured,203,4.5
New York,2011,Private,2786,61.3
New York,2011,Employer-based,2468,54.3
New York,2011,Direct-purchase,412,9.1
New York,2011,TRICARE,38,0.8
New York,2011,Public,1763,38.8
New York,2011,Medicaid,1751,38.5
New York,2011,Medicare,27,0.6
New York,2011,VA Care,5,0.1
New York,2010,Total,4589,100
New York,2010,Any Coverage,4353,94.9
New York,2010,Uninsured,235,5.1
New York,2010,Private,2870,62.6
New York,2010,Employer-based,2535,55.2
New York,2010,Direct-purchase,437,9.5
New York,2010,TRICARE,38,0.8
New York,2010,Public,1682,36.6
New York,2010,Medicaid,1669,36.4
New York,2010,Medicare,21,0.5
New York,2010,VA Care,4,0.1
New York,2009,Total,4705,100
New York,2009,Any Coverage,4473,95.1
New York,2009,Uninsured,232,4.9
New York,2009,Private,3036,64.5
New York,2009,Employer-based,2706,57.5
New York,2009,Direct-purchase,460,9.8
New York,2009,TRICARE,35,0.7
New York,2009,Public,1627,34.6
New York,2009,Medicaid,1613,34.3
New York,2009,Medicare,25,0.5
New York,2009,VA Care,3,0.1
New York,2008,Total,4712,100
New York,2008,Any Coverage,4449,94.4
New York,2008,Uninsured,263,5.6
New York,2008,Private,3133,66.5
New York,2008,Employer-based,2786,59.1
New York,2008,Direct-purchase,523,11.1
New York,2008,TRICARE,35,0.7
New York,2008,Public,1530,32.5
New York,2008,Medicaid,1515,32.2
New York,2008,Medicare,29,0.6
New York,2008,VA Care,4,0.1
North Carolina,2022,Total,2439,100
North Carolina,2022,Any Coverage,2321,95.2
North Carolina,2022,Uninsured,118,4.8
North Carolina,2022,Private,1419,58.2
North Carolina,2022,Employer-based,1164,47.7
North Carolina,2022,Direct-purchase,192,7.9
North Carolina,2022,TRICARE,126,5.2
North Carolina,2022,Public,1010,41.4
North Carolina,2022,Medicaid,997,40.9
North Carolina,2022,Medicare,13,0.5
North Carolina,2022,VA Care,7,0.3
North Carolina,2021,Total,2451,100
North Carolina,2021,Any Coverage,2317,94.5
North Carolina,2021,Uninsured,135,5.5
North Carolina,2021,Private,1403,57.2
North Carolina,2021,Employer-based,1148,46.8
North Carolina,2021,Direct-purchase,188,7.7
North Carolina,2021,TRICARE,124,5
North Carolina,2021,Public,1019,41.6
North Carolina,2021,Medicaid,1009,41.2
North Carolina,2021,Medicare,10,0.4
North Carolina,2021,VA Care,5,0.2
North Carolina,2019,Total,2455,100
North Carolina,2019,Any Coverage,2313,94.2
North Carolina,2019,Uninsured,142,5.8
North Carolina,2019,Private,1378,56.1
North Carolina,2019,Employer-based,1152,46.9
North Carolina,2019,Direct-purchase,167,6.8
North Carolina,2019,TRICARE,107,4.4
North Carolina,2019,Public,1017,41.4
North Carolina,2019,Medicaid,1009,41.1
North Carolina,2019,Medicare,10,0.4
North Carolina,2019,VA Care,4,0.2
North Carolina,2018,Total,2446,100
North Carolina,2018,Any Coverage,2316,94.7
North Carolina,2018,Uninsured,130,5.3
North Carolina,2018,Private,1372,56.1
North Carolina,2018,Employer-based,1131,46.2
North Carolina,2018,Direct-purchase,168,6.9
North Carolina,2018,TRICARE,117,4.8
North Carolina,2018,Public,1022,41.8
North Carolina,2018,Medicaid,1016,41.5
North Carolina,2018,Medicare,9,0.4
North Carolina,2018,VA Care,2,0.1
North Carolina,2017,Total,2451,100
North Carolina,2017,Any Coverage,2332,95.2
North Carolina,2017,Uninsured,119,4.8
North Carolina,2017,Private,1380,56.3
North Carolina,2017,Employer-based,1127,46
North Carolina,2017,Direct-purchase,183,7.5
North Carolina,2017,TRICARE,120,4.9
North Carolina,2017,Public,1029,42
North Carolina,2017,Medicaid,1021,41.7
North Carolina,2017,Medicare,8,0.3
North Carolina,2017,VA Care,5,0.2
North Carolina,2016,Total,2440,100
North Carolina,2016,Any Coverage,2325,95.3
North Carolina,2016,Uninsured,115,4.7
North Carolina,2016,Private,1366,56
North Carolina,2016,Employer-based,1095,44.9
North Carolina,2016,Direct-purchase,196,8
North Carolina,2016,TRICARE,121,4.9
North Carolina,2016,Public,1043,42.8
North Carolina,2016,Medicaid,1030,42.2
North Carolina,2016,Medicare,15,0.6
North Carolina,2016,VA Care,6,0.3
North Carolina,2015,Total,2434,100
North Carolina,2015,Any Coverage,2321,95.4
North Carolina,2015,Uninsured,113,4.6
North Carolina,2015,Private,1352,55.5
North Carolina,2015,Employer-based,1062,43.6
North Carolina,2015,Direct-purchase,209,8.6
North Carolina,2015,TRICARE,121,5
North Carolina,2015,Public,1040,42.7
North Carolina,2015,Medicaid,1033,42.4
North Carolina,2015,Medicare,11,0.5
North Carolina,2015,VA Care,3,0.1
North Carolina,2014,Total,2431,100
North Carolina,2014,Any Coverage,2298,94.5
North Carolina,2014,Uninsured,134,5.5
North Carolina,2014,Private,1344,55.3
North Carolina,2014,Employer-based,1072,44.1
North Carolina,2014,Direct-purchase,183,7.5
North Carolina,2014,TRICARE,122,5
North Carolina,2014,Public,1026,42.2
North Carolina,2014,Medicaid,1017,41.8
North Carolina,2014,Medicare,12,0.5
North Carolina,2014,VA Care,3,0.1
